"key","axis","label","reference","alternative","scientific_change","diagnostic_source_commit"
"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","Tag mixing periods - K=0.1","Derived at K=0.2","Derived at K=0.1","Use tag_flags column 1 containing the release-group mixing periods derived at K=0.1 in SC22-IP10","be953e4271e7f8119f982d5efebb21a5e8e364b3"
