"key","axis","label","reference","alternative","scientific_change","diagnostic_source_job","diagnostic_source_commit"
"lorenzen-m-scalar-0.062","Natural mortality","Lorenzen M scalar 0.062","0.078","0.062","Set the first Lorenzen M coefficient to log(0.062)",21641,"e93b9bc6284b17cc5ab2af4ccabb1cfe776e76a5"
