"key","axis","label","reference","alternative","scientific_change","diagnostic_source_job","diagnostic_source_commit"
"effort-creep-high","Effort creep","Effort creep high (2.5% / 1.25%)","1% / 0.5%","2.5% / 1.25%","Replace only the effort field for F29-F33 from the authoritative high-creep FRQ",21641,"e93b9bc6284b17cc5ab2af4ccabb1cfe776e76a5"
