"key","axis","label","reference","alternative","scientific_change","diagnostic_source_job","diagnostic_source_commit"
"tag-mixing-k-0.3","Tag mixing periods (KS D-statistic cutoff)","Tag mixing periods - K=0.3","Derived at K=0.2","Derived at K=0.3","Use tag_flags column 1 containing the release-group mixing periods derived at K=0.3 in SC22-IP10",21641,"e93b9bc6284b17cc5ab2af4ccabb1cfe776e76a5"
