"key","axis","label","reference","alternative","scientific_change","diagnostic_source_commit"
"mixing-period-0.3","Tag mixing period","Mixing period 0.3","0.2","0.3","Copy tag_flags column 1 from the authoritative K=0.3 INI","be953e4271e7f8119f982d5efebb21a5e8e364b3"
