"key","axis","label","reference","alternative","scientific_change","diagnostic_source_job","diagnostic_source_commit"
"regional-scaling-whole-period","Regional scaling","Regional scaling whole period","Current 5-year window","periods 3-292","Use all 290 mutually supported periods and parest flags 77-81 = 100 1 290 0 1",21641,"e93b9bc6284b17cc5ab2af4ccabb1cfe776e76a5"
