"year","depletion","spawning_potential","spawning_potential_nofish","recruitment","fishing_mortality","key","axis","label","reference","alternative","is_diagnostic","model_order"
1995,0.410233403651131,544.992,1328.4925,49.138055,0.159909769834924,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1996,0.401359833827623,528.4725,1316.705,130.452674,0.174747108822076,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1997,0.416008224490706,559.93875,1345.98,51.306473,0.25789826869287,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1998,0.400634928711353,551.1715,1375.745,121.264779,0.239573723285952,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1999,0.376742397349426,525.33525,1394.415,104.993691,0.364355747345244,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2000,0.345699141289741,484.907,1402.685,118.346584,0.296406151731286,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2001,0.322592133622603,454.2565,1408.145,70.78342,0.252079727509331,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2002,0.307630433766193,444.12375,1443.6925,100.537799,0.229313264897219,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2003,0.290467541305153,435.38325,1498.905,81.297091,0.269374465745512,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2004,0.279606188004992,425.6445,1522.3,124.031116,0.299063297212648,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2005,0.256974306830671,390.46475,1519.47,80.004795,0.28988044972711,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2006,0.24986348469652,381.15925,1525.47,84.748048,0.300720908717368,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2007,0.242909181170236,376.7655,1551.055,96.586527,0.338766703269255,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2008,0.233161001569392,361.0195,1548.37,97.341519,0.444306799485058,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2009,0.220766390219313,336.13725,1522.5925,100.93155,0.333191082456284,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2010,0.206174434763355,311.93625,1512.9725,76.380002,0.263109455822116,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2011,0.20350500446023,310.831,1527.3875,83.714005,0.371100948119636,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2012,0.196600476050735,301.477,1533.45,123.879605,0.321053692621389,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2013,0.188322237415038,283.71875,1506.56,116.735815,0.308702870143713,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2014,0.192010982940163,291.08625,1515.9875,70.257323,0.381393708943947,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2015,0.198825277230768,313.49875,1576.755,94.406853,0.305746087237089,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2016,0.200711147874147,323.93575,1613.94,92.076108,0.425228721923868,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2017,0.19910666610295,317.88325,1596.5475,99.600778,0.28468887841599,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2018,0.199214330161837,314.541,1578.9075,78.601613,0.336335673297436,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2019,0.198073700244544,311.43425,1572.315,79.003523,0.240199852027379,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2020,0.20110857551961,314.61325,1564.395,91.965451,0.379907504642139,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2021,0.208007456947324,320.50725,1540.845,83.572224,0.378116649576584,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2022,0.210789955015077,319.80525,1517.175,65.347402,0.516971410816796,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2023,0.204498986828774,302.76075,1480.5,97.394036,0.481719382072679,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
2024,0.183132839908402,265.30775,1448.7175,82.020346,0.372204580864571,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1952,0.993042520428464,1325.25,1334.535,86.69278,0.0106960129022344,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1953,0.971470873165293,1328.705,1367.725,68.600903,0.0103266118616466,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1954,0.958503437999318,1334.74,1392.525,102.316865,0.00697815531431991,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1955,0.947785174096605,1339.0925,1412.865,107.7183146,0.010379479798526,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1956,0.933770240899021,1336.1225,1430.89,58.3913825,0.0139773707312724,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1957,0.920750076441231,1377.67,1496.2475,44.4038762,0.0202684904808512,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1958,0.897267870415481,1349.04,1503.4975,97.521691,0.026424904839656,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1959,0.86690864670273,1238.3725,1428.4925,40.525458,0.019615228398877,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1960,0.842506417429079,1120.0175,1329.3875,63.5004032,0.0219658043679594,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1961,0.831148770822914,1080.2025,1299.65,49.4365686,0.0198327376507399,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1962,0.819195996125282,1014.82,1238.8,63.195957,0.0180728315432223,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1963,0.808151864578283,958.4075,1185.925,65.713145,0.0220891995096282,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1964,0.794480789131236,894.4225,1125.795,47.9839888,0.0157417668492083,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1965,0.798933151169774,871.3125,1090.595,43.1423013,0.0179890621980615,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1966,0.803905460943063,863.6075,1074.265,83.8705701,0.0170787701205717,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1967,0.799061587822353,828.0875,1036.325,33.936247,0.0219422489095029,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1968,0.795798562599907,790.3175,993.1125,52.7550358,0.0177935100031945,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1969,0.799789225276831,793.055,991.58,62.4170821,0.0206061608206215,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1970,0.795387149917628,766.445,963.6125,48.7697621,0.0330233566419459,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1971,0.792342689902887,744.505,939.625,38.9880544,0.0368348898124766,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1972,0.787727903158096,741.185,940.915,41.386778,0.0494405214133875,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1973,0.767532900446019,696.515,907.4725,62.519769,0.0317773215132522,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1974,0.754968119859023,659.2325,873.1925,30.116709,0.0495990415596871,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1975,0.741120463680317,636.14075,858.35,89.523635,0.0432292270324546,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1976,0.715217345906809,599.3575,838.0075,35.044517,0.0538685963845407,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1977,0.695115382911813,588.51075,846.6375,70.8319753,0.0665937474643057,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1978,0.686757329836244,604.8495,880.7325,9.339036,0.0540562362777491,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1979,0.669954140768885,592.02675,883.6825,41.5422961,0.0680919490306308,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1980,0.644008366036846,566.56475,879.7475,55.170474,0.0582083860522272,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1981,0.621283104257459,518.9205,835.24,71.028929,0.0882303732328685,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1982,0.609600540719045,493.79625,810.0325,72.6080253,0.105637263110739,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1983,0.601692620176033,495.45025,823.4275,60.319336,0.129569807509556,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1984,0.597367937255878,528.018,883.9075,65.3678138,0.144771849549755,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1985,0.576674203244603,545.81925,946.495,68.9902225,0.136879643238343,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1986,0.550984034114214,533.95725,969.0975,54.524,0.151318352896833,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1987,0.534074351671414,534.4215,1000.65,98.9651589,0.161944172491391,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1988,0.513774527930529,538.39075,1047.9125,83.694739,0.143400171570092,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1989,0.499495825716382,536.2275,1073.5375,74.555854,0.13013917421403,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1990,0.493218272655559,567.402,1150.4075,71.72601,0.178027381377863,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1991,0.482718093749612,583.74375,1209.285,77.3829095,0.204041122583519,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1992,0.46511886750147,575.63925,1237.6175,85.607939,0.234765858860092,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1993,0.436758993873804,540.58425,1237.7175,54.752066,0.188729614823001,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1994,0.413024870096386,520.6385,1260.55,101.804121,0.186641115874599,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1995,0.38636861653649,492.818,1275.5125,38.193903,0.18112753203418,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1996,0.378525399565387,478.58575,1264.3425,115.298308,0.199024890240672,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1997,0.393565687280897,508.00475,1290.775,45.035155,0.284076501845108,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1998,0.378072472289284,499.95075,1322.3675,109.746231,0.266037622363729,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1999,0.353651594997647,475.29625,1343.9675,80.104569,0.414521686176403,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2000,0.322638859967088,437.70075,1356.6275,117.250287,0.324850965501302,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2001,0.299767093966232,409.28925,1365.3575,56.651601,0.280189697632737,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2002,0.28581322704963,401.22175,1403.79,95.130884,0.250241166727061,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2003,0.270107741263656,394.91575,1462.0675,68.354124,0.305268459020098,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2004,0.260491977064367,387.63225,1488.0775,111.455032,0.32620579159702,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2005,0.23802243397914,353.9465,1487.03,69.144388,0.3307342094629,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2006,0.231889533327982,346.63775,1494.84,78.432298,0.331653385461176,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2007,0.225705964103019,343.49175,1521.855,86.559973,0.377156848489495,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2008,0.216380991784384,329.4855,1522.71,84.05883,0.491903096170949,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2009,0.20449572133763,306.66025,1499.5925,90.972864,0.362316765379962,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2010,0.19043127090805,284.3415,1493.145,67.602591,0.284657252581523,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2011,0.188660885122879,284.7105,1509.1125,73.390247,0.410114981709846,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2012,0.182687091665017,276.82575,1515.3,109.269672,0.353062931287305,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2013,0.175032191885462,260.6435,1489.1175,102.722251,0.335158409194496,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2014,0.178782457924527,268.091,1499.5375,61.751297,0.410894880379513,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2015,0.185080647102143,288.3885,1558.1775,82.863671,0.333691078596986,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2016,0.186461032685306,296.632,1590.8525,83.009265,0.462655519397815,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2017,0.184411561024923,289.593,1570.3625,87.479307,0.314725128498472,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2018,0.184766872934835,286.718,1551.7825,67.458655,0.364756337945653,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2019,0.184040997975329,284.5145,1545.93,72.503198,0.256949877408119,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2020,0.187579570231391,288.63525,1538.735,81.493618,0.416360124172076,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2021,0.194608498867664,294.96275,1515.6725,73.033652,0.41786219416013,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2022,0.19739159092544,294.9815,1494.3975,59.255531,0.565532481357304,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2023,0.190928247253699,278.392,1458.0975,82.599963,0.531669945041353,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
2024,0.168891195088729,240.857,1426.1075,70.618506,0.421382514211511,"tau-1.8","Tag overdispersion","tau = 1.8","2.0","1.8",FALSE,8
1952,0.995138134187496,1826.79,1835.715,139.40859,0.00724014245343705,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1953,0.97996102574715,1846.8125,1884.5775,112.073407,0.00688244312282256,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1954,0.970618513095819,1864.4975,1920.9375,167.63629,0.00472566203793293,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1955,0.963044401465381,1882.2125,1954.44,142.201257,0.00765975469041037,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1956,0.952982544742906,1886.965,1980.0625,96.034611,0.00964971563961831,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1957,0.942985209735586,1937.58,2054.73,71.678596,0.0143106784344767,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1958,0.925246201720666,1895.4825,2048.625,183.230266,0.0172225902453121,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1959,0.902609483858591,1752.5675,1941.6675,38.107342,0.0142873109647649,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1960,0.884631602814288,1599.655,1808.2725,131.0972892,0.0127106201859369,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1961,0.87717415579618,1561.245,1779.8575,52.453423,0.0139593816092316,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1962,0.869047793718473,1480.7575,1703.885,118.588012,0.0111511742756669,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1963,0.861135802771348,1407.1325,1634.0425,94.9017,0.0148252604801842,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1964,0.851110034336933,1321.7675,1552.9925,79.4348917,0.0106789981183786,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1965,0.85358334874684,1280.6375,1500.3075,61.8679352,0.0121974579325164,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1966,0.856428516796832,1259.71,1470.8875,140.492104,0.0108502096579435,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1967,0.85276291265426,1207.8875,1416.44,54.0920445,0.0148205662595824,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1968,0.849980221153384,1149.56,1352.455,74.9953602,0.0121137038963472,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1969,0.852603088857598,1147.4375,1345.805,92.7451233,0.0140689649739631,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1970,0.849753262168011,1113.2575,1310.095,69.1596593,0.0232191615145874,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1971,0.846838449861173,1076.645,1271.37,60.607896,0.0239900048935445,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1972,0.841977667784004,1061.8875,1261.1825,85.904993,0.0304766584616351,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1973,0.82654164516462,1001.04525,1211.125,71.388638,0.0234308293608894,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1974,0.816452861894533,942.5785,1154.48,50.56126,0.0339803642082964,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1975,0.806221433991565,913.723,1133.34,124.70263,0.0288046175448152,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1976,0.786469153440469,869.77,1105.9175,73.682467,0.0359015629173677,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1977,0.769296766167469,851.825,1107.2775,85.5746058,0.044705597178469,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1978,0.761923684923012,872.395,1144.99,23.853326,0.0403864825460573,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1979,0.750490061849935,863.3375,1150.365,74.608124,0.0480966932169372,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1980,0.730374710331861,835.22,1143.55,65.440992,0.0415573078155483,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1981,0.711646815491049,773.295,1086.6275,105.654809,0.0638485603761265,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1982,0.70109602743641,735.9405,1049.7,106.928985,0.0733292171964599,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1983,0.692819080432065,732.96275,1057.9425,83.242714,0.0925618135059751,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1984,0.68729375872773,772.7175,1124.29,81.008433,0.0967831710733266,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1985,0.669300079169931,798.9,1193.635,108.6708688,0.0988364157597146,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1986,0.646945762879462,785.1075,1213.56,80.183602,0.104425155561327,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
1987,0.629235358641933,777.285,1235.285,126.811027,0.12155147090392,"tag-mixing-k-0.1","Tag mixing periods (KS D-statistic cutoff)","K=0.1","Derived at K=0.2","Derived at K=0.1",FALSE,9
